source_phase,source_path,source_sha256,source_row_number,frozen_row_json
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,37,"{""condition"":""WITHOUT_PERFORMANCE_PRIMARY_REFERENCE"",""model_family"":""TRADITIONAL"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.10748622346925181"",""raw_mae"":""0.11306438938653676"",""bounded_mae"":""0.10748622346925181"",""bounded_rmse"":""0.2550837953674904"",""bounded_r2"":""0.947846168738032"",""bounded_spearman"":""0.9529838128466465"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""74.0"",""clipping_rate"":""0.1766109785202864"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,38,"{""condition"":""WITH_PERFORMANCE_AUXILIARY"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.2502659795894988"",""raw_mae"":""0.2667882634558473"",""bounded_mae"":""0.2502659795894988"",""bounded_rmse"":""0.38749729340776423"",""bounded_r2"":""0.8796467495653353"",""bounded_spearman"":""0.9290313331062423"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""58.0"",""clipping_rate"":""0.13842482100238662"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,39,"{""condition"":""WITH_PERFORMANCE_AUXILIARY"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.10483121494608248"",""raw_mae"":""0.11010521096860704"",""bounded_mae"":""0.10483121494608248"",""bounded_rmse"":""0.24677346175588494"",""bounded_r2"":""0.9511890360948967"",""bounded_spearman"":""0.9536015263044554"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""77.0"",""clipping_rate"":""0.18377088305489261"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,2,"{""task"":""classification"",""condition"":""MISSING_BODY_MOVEMENT"",""subjects"":""35"",""hdc_mean_degradation"":""0.016349206349206356"",""traditional_mean_degradation"":""-0.002380952380952379"",""hdc_minus_traditional_degradation"":""0.018730158730158736"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,3,"{""task"":""classification"",""condition"":""MISSING_EYE_TRACKING"",""subjects"":""35"",""hdc_mean_degradation"":""0.014085795157223734"",""traditional_mean_degradation"":""-0.004404761904761898"",""hdc_minus_traditional_degradation"":""0.018490557061985633"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,4,"{""task"":""classification"",""condition"":""MISSING_FLIGHT_PARAMETER"",""subjects"":""35"",""hdc_mean_degradation"":""0.5180918288061145"",""traditional_mean_degradation"":""0.5102618413332699"",""hdc_minus_traditional_degradation"":""0.007829987472844618"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,5,"{""task"":""classification"",""condition"":""MISSING_HEAD_MOVEMENT"",""subjects"":""35"",""hdc_mean_degradation"":""0.0077736549165120655"",""traditional_mean_degradation"":""-0.007178416821273968"",""hdc_minus_traditional_degradation"":""0.014952071737786033"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,6,"{""task"":""classification"",""condition"":""MISSING_PHYSIOLOGICAL"",""subjects"":""35"",""hdc_mean_degradation"":""0.017859759288330716"",""traditional_mean_degradation"":""-0.004336734693877548"",""hdc_minus_traditional_degradation"":""0.022196493982208264"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,7,"{""task"":""regression"",""condition"":""MISSING_BODY_MOVEMENT"",""subjects"":""35"",""hdc_mean_degradation"":""-1.6297108379066076e-06"",""traditional_mean_degradation"":""-0.001785093795812448"",""hdc_minus_traditional_degradation"":""0.0017834640849745413"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,8,"{""task"":""regression"",""condition"":""MISSING_EYE_TRACKING"",""subjects"":""35"",""hdc_mean_degradation"":""-0.0070351522571582515"",""traditional_mean_degradation"":""-0.010743415771120673"",""hdc_minus_traditional_degradation"":""0.0037082635139624198"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,9,"{""task"":""regression"",""condition"":""MISSING_FLIGHT_PARAMETER"",""subjects"":""35"",""hdc_mean_degradation"":""0.5906271611173007"",""traditional_mean_degradation"":""0.718437785797222"",""hdc_minus_traditional_degradation"":""-0.12781062467992133"",""more_robust_model_descriptive"":""HDC"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,10,"{""task"":""regression"",""condition"":""MISSING_HEAD_MOVEMENT"",""subjects"":""35"",""hdc_mean_degradation"":""-0.0024877529441712253"",""traditional_mean_degradation"":""-0.004524633552095985"",""hdc_minus_traditional_degradation"":""0.002036880607924761"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
09,E:\hdc-vr-pilot\experiments\phase_09_robustness_and_generalization\results\summaries\phase09_model_robustness_comparison.csv,eac62c4983ec352472d8bd2569f923318c98bb0e439a6ab10a88155ae47181bb,11,"{""task"":""regression"",""condition"":""MISSING_PHYSIOLOGICAL"",""subjects"":""35"",""hdc_mean_degradation"":""-1.6297108379066076e-06"",""traditional_mean_degradation"":""-0.001656758976194416"",""hdc_minus_traditional_degradation"":""0.0016551292653565093"",""more_robust_model_descriptive"":""Traditional"",""inference_status"":""DESCRIPTIVE_ONLY_NOT_A_PREREGISTERED_WILCOXON_FAMILY""}"
